Shimamoto,Koshida,Moreira,Santana,Zhou,Dong,Sciberras,Banks,Bugnot,StuartHaentjens
0.571428571,0.34453339,0.05390836,0.34751773,0.93690228,0.0388808,0.1361715,0.39676935,,
0.571428571,,0.07984791,0.34751773,0.93690228,0.2264158,0.1361715,0.424817,,
0.202222222,,0.03547523,0.316392425,0.91684596,0.1142866,0.1361715,0.87587815,,
0.211111111,,0.0496368,0.502916585,0.91684596,0.0833339,0.1361715,0.87587815,,
0.215555556,,0.03166023,0.502916585,0.91684596,0.173913,0.1361715,0.87587815,,
0.202222222,,0.0397351,0.502916585,1.09065335,0.2086997,0.1361715,0.87587815,,
0.202222222,,0.02712886,0.502916585,0.95783702,0.3025268,0.1361715,1.46135266,,
0.202222222,,0.0879567,0.502916585,1.34570691,0.2359154,0.13432836,6.225,,
0.202222222,,0.02368396,0.653630947,1.09065335,0.3428571,0.13432836,0.57495591,,
0.202222222,,0.03218533,0.653630947,1.33564989,0.2082612,0.13432836,0.25192228,,
0.5,,0.03387975,0.653630947,1.01748839,0.1818182,0.41784379,0.24723266,,
0.5,,0.01366415,0.653630947,1.57772343,0.2795085,0.41784379,0.22909091,,
0.5,,0.01271617,0.653630947,1.09065335,0.317757,0.41784379,0.28666667,,
0.5,,0.00864534,0.135574918,0.95783702,0.5111111,0.68175389,0.78740157,,
0.5,,0.00643544,0.135574918,1.34570691,0.111909,0.52485089,0.49299264,,
0.5,,0.00956158,0.135574918,1.09065335,0.1289575,0.38232162,0.6895084,,
0.5,,0.01703895,0.12173913,1.75305407,0.231,0.39591078,0.97175141,,
0.5,,0.10327553,0.12173913,1.33564989,0.2107424,0.55720654,2.2627417,,
0.507692308,,0.02941176,0.12173913,1.01748839,0.2407172,0.50374065,2.28128876,,
0.507692308,,0.03846154,0.12173913,1.57772343,0.1109127,0.14841107,0.34189778,,
0.507692308,,0.0078125,0.12173913,0.0597871,0.0532884,0.14841107,1.68861321,,
0.507692308,,0.03862151,0.12173913,0.17687849,0.3169527,0.14841768,0.34189778,,
0.507692308,,0.19430605,0.12173913,0.12921007,0.2833372,0.08479835,0.85330828,,
0.507692308,,0.15495868,0.12173913,0.13717294,0.3957977,0.08479835,1.18273576,,
0.507692308,,0.34554401,0.12173913,0.09121479,0.1072456,0.08479835,0.63908357,,
0.507692308,,0.26900585,0.12173913,0.09120331,0.3829207,0.44197937,0.5485097,,
0.16,,0.46543536,0.12173913,0.17113537,0.1353712,0.44197937,1.87564479,,
0.072115385,,0.14870138,0.12173913,0.32430749,0.2092308,0.44197937,28.1341097,,
0.053497942,,0.10849057,0.12173913,0.27650412,0.1924198,0.44197937,28.1341097,,
0.060465116,,0.03221833,0.12173913,0.44767187,0.2105263,1.41701356,1.37436854,,
0.178571429,,0.1042072,0.167862415,0.81026884,0.1339713,1.41701356,0.92934034,,
0.110738255,,0.22608696,0.215330731,0.35005336,0.1315789,1.41701356,1.37436854,,
0.193220339,,0.22608696,0.215330731,0.35005336,0.1240695,1.41701356,0.92934034,,
0.181818182,,0.22608696,0.307733682,0.40094899,0.1775701,0.44197937,1.02425177,,
0.076923077,,0.22608696,0.103406018,0.74084125,0.9696041,0.44197937,0.78568539,,
0.088888889,,0.29411765,0.103406018,0.09558442,7.3484338,0.44197937,1.02425177,,
0.13,,0.29411765,0.103406018,0.23247637,0.9331409,0.44197937,0.78568539,,
0.238636364,,0.29411765,0.103406018,0.2856474,0.5958226,1.41701356,0.64813565,,
0.196202532,,0.29411765,0.339403175,0.30987162,0.1986073,1.41701356,0.56568542,,
0.187096774,,0.05086859,0.509762002,0.30926526,0.267908,1.41701356,0.64813565,,
0.308943089,,0.05086859,0.509762002,0.28170251,0.3160599,1.41701356,0.56568542,,
0.090322581,,0.05086859,0.509762002,0.24171825,2.0197547,0.84339746,0.88149155,,
0.161904762,,0.03584788,0.343619577,0.24171825,0.6642672,0.57881287,1.00790526,,
0.096969697,,0.2301842,0.343619577,0.24171825,1.0549836,0.1952193,0.88149155,,
0.327272727,,0.19877676,0.343619577,0.24171825,1.1532166,0.1952193,1.00790526,,
0.045454545,,0.27145608,0.896467426,0.24171825,1.3516468,0.1952193,0.10281924,,
0.209302326,,0.36185532,0.896467426,0.24171825,0.288167,0.1952193,0.10281924,,
0.083687943,,0.24408141,0.896467426,0.24171825,0.3061839,0.53211889,2,,
0.093421053,,0.24191719,0.300403613,0.24171825,0.6234982,0.53211889,0.80277395,,
0.065458207,,0.20746667,0.300403613,0.24171825,0.9584968,0.53211889,0.59644183,,
0.058064516,,0.05093705,0.300403613,0.24171825,1.0497882,0.53211889,0.61391518,,
0.170212766,,0.04717339,0.026824944,0.24171825,0.4898949,0.38070265,,,
0.036055143,,0.0521666,0.026824944,0.24171825,0.576352,0.38070265,,,
0.080434783,,0.06143791,0.026824944,0.10351799,0.8594807,0.38070265,,,
1.722054381,,0.1197411,0.026824944,0.15275119,0.9649451,0.30984204,,,
1.393877551,,0.17322574,0.026824944,0.06683326,2.7994168,0.30984204,,,
1.474820144,,0.23435598,0.026824944,0.10351799,0.874815,0.30984204,,,
1.554973822,,0.15151772,,0.15275119,0.6792326,0.3633106,,,
0.01369863,,0.07936508,,0.06683326,2.0964611,0.3633106,,,
0.020833333,,0.29587156,,0.11190929,0.6280729,0.3633106,,,
0.043010753,,0.15683942,,0.12107647,0.1749623,0.39124487,,,
0.089041096,,0.15683942,,0.37456422,0.1132075,0.39124487,,,
0.069,,0.14301634,,0.11190929,0.8542086,0.39124487,,,
0.054736842,,0.14301634,,0.12107647,0.6245588,0.12310849,,,
0.04,,0.28115016,,0.37456422,0.5097403,0.12310849,,,
0.044516129,,0.69609725,,0.13410058,0.6663342,0.12310849,,,
0.127368421,,0.13021869,,0.16925445,1.0155618,0.61274377,,,
0.100833333,,0.06852008,,0.32073733,0.1012186,0.61274377,,,
0.096875,,0.05407502,,0.13410058,0.1566265,0.32713755,,,
0.0865,,0.03718459,,0.16925445,0.4262877,0.32713755,,,
0.05,,0.02180685,,0.32073733,0.2198732,0.61274377,,,
0.090211458,,0.01754386,,0.27306959,0.215123,0.61274377,,,
0.066615385,,0.02222222,,0.28191941,0.1711804,0.32713755,,,
0.076788177,,0.05767875,,0.34427998,0.0406558,0.32713755,,,
0.042416327,,0.0476232,,0.22428174,0.1470827,0.12579763,,,
0.115466667,,0.03206694,,0.08037334,0.241375,0.12579763,,,
0.046186667,,0.03441269,,0.28191941,0.4516167,0.12579763,,,
0.054694737,,0.0480226,,0.27306959,0.15274,0.12579763,,,
0.030126087,,0.0575,,0.34427998,0.1113753,0.73975122,,,
0.184831461,,0.05515561,,0.22428174,0.3637532,0.73975122,,,
0.148428571,,0.07747934,,0.08037334,0.4723673,0.73975122,,,
0.220838926,,0.06668593,,0.07729978,0.1237212,0.73975122,,,
0.111403509,,0.08331818,,0.07729978,0.298632,0.15853659,,,
0.105054432,,0.20017598,,0.07729978,0.3996894,0.15853659,,,
0.049912281,,0.03773193,,0.07729978,0.1443365,0.15853659,,,
0.084135071,,0.06666178,,0.07729978,0.1519358,0.15853659,,,
0.034148265,,0.02688509,,0.16477869,0.1443504,0.48558247,,,
0.104758065,,0.07044674,,0.16477869,0.1299066,0.48558247,,,
0.087826087,,0.10166359,,0.29718274,0.1413906,0.48558247,,,
0.068580858,,0.03023599,,0.29718274,0.1237305,0.48558247,,,
0.091135734,,0.04500549,,0.80160898,0.0824858,0.25523082,,,
0.10527027,,0.2826087,,1.50100526,0.1698099,0.25523082,,,
0.093382353,,0.08725775,,0.67233098,0.4948653,0.25523082,,,
0.04848,,0.18978102,,0.13227513,0.2453743,0.25523082,,,
0.04608365,,0.08430233,,0.32758621,0.0787353,0.25523082,,,
0.226086957,,0.19162996,,0.31818182,0.21875,0.25523082,,,
0.223529412,,0.14446953,,0.22813688,0.405406,0.25523082,,,
0.199038462,,0.03411765,,0.43820225,0.2142857,0.12457372,,,
0.204301075,,0.03276836,,0.53246753,0.0967742,0.12457372,,,
0.2,,0.11122634,,0.13227513,0.3333333,0.12457372,,,
0.212280702,,0.14685725,,0.32758621,0.4852941,0.12457372,,,
0.23,,0.36150235,,0.31818182,0.1034483,0.12457372,,,
0.204761905,,0.30783242,,0.22813688,0.48,0.12457372,,,
0.26,,1.18292683,,0.43820225,0.364486,0.12457372,,,
0.231690141,,0.14158559,,0.53246753,0.2941176,0.09474616,,,
0.21097561,,0.20834262,,0.21785268,0.2,0.09474616,,,
0.217777778,,0.46669639,,0.5486482,0.366648,0.09474616,,,
0.345,,0.1886719,,0.39529201,0.601793,0.09474616,,,
0.31025641,,0.15660623,,0.21785268,0.3756505,0.09474616,,,
0.303508772,,0.25809095,,0.5486482,0.3448788,0.09474616,,,
0.309473684,,0.23390081,,0.39529201,0.5307373,0.09474616,,,
0.390322581,,0.05691057,,0.39998883,0.3689471,0.11967779,,,
0.371962617,,0.20494916,,0.39998883,0.5432956,0.11967779,,,
0.353284672,,0.34149985,,,0.5610492,0.11967779,,,
0.33483871,,0.15685078,,,0.5959884,0.11967779,,,
0.009722222,,0.43057772,,,0.3265646,0.11967779,,,
0.003989362,,0.00988077,,,0.3488021,0.11967779,,,
0.003921569,,0.00988077,,,0.3124288,0.11967779,,,
0.005660377,,0.00921609,,,0.2843912,0.48544601,,,
0.039164491,,0.00921609,,,0.4434114,0.48544601,,,
0.25,,0.01779204,,,0.2622589,0.48544601,,,
0.222222222,,0.01779204,,,0.1596693,0.48544601,,,
1.5625,,0.01939938,,,0.2377881,0.48544601,,,
1.428571429,,0.01939938,,,0.1216528,0.48544601,,,
1.363636364,,0.13495667,,,0.2020305,0.48544601,,,
0.952380952,,0.1056859,,,0.0262702,0.57028754,,,
0.107142857,,0.14015748,,,0.0420658,0.57028754,,,
0.111111111,,0.12062547,,,0.1647918,0.57028754,,,
0.118864379,,0.15741583,,,0.2004397,0.57028754,,,
0.127991657,,0.1440144,,,0.0696393,0.57028754,,,
0.143783784,,0.11502177,,,0.2753161,0.57028754,,,
0.138065217,,0.13262534,,,0.1138786,0.57028754,,,
0.289679443,,0.01069652,,,0.1470989,0.90721211,,,
0.080520581,,0.05770836,,,0.1887637,0.90721211,,,
0.070973207,,0.0753455,,,0.2282756,0.90721211,,,
0.050218935,,0.15306732,,,0.1833215,0.90721211,,,
100.6079027,,0.02190827,,,0.0909718,0.7048976,,,
0.149913043,,0.09090272,,,0.1983629,0.7048976,,,
109.7902098,,0.16042597,,,0.1081967,0.7048976,,,
86.29807692,,0.16042597,,,,0.7048976,,,
69.97084548,,0.14341085,,,,0.90721211,,,
73.828125,,0.14341085,,,,0.90721211,,,
72.44444444,,0.05690073,,,,0.90721211,,,
0.15,,0.05690073,,,,0.90721211,,,
0.112648221,,0.21212121,,,,0.7048976,,,
0.12,,0.21212121,,,,0.7048976,,,
0.107692308,,0.03931115,,,,0.7048976,,,
0.131818182,,0.03931115,,,,0.7048976,,,
0.166666667,,0.04785894,,,,0.44918414,,,
0.095890411,,0.04785894,,,,0.20194993,,,
0.060240964,,0.05028629,,,,0.44918414,,,
0.083333333,,0.05028629,,,,0.20194993,,,
0.170731707,,0.22232038,,,,0.44918414,,,
0.161290323,,0.22232038,,,,0.20194993,,,
0.142857143,,0.58531541,,,,0.0682167,,,
0.090575275,,0.58531541,,,,0.0682167,,,
0.09375,,0.17396313,,,,0.0682167,,,
0.101470588,,0.17396313,,,,0.0682167,,,
0.23,,0.49993691,,,,0.49884527,,,
0.155737705,,0.49993691,,,,0.49884527,,,
0.134615385,,0.01466808,,,,0.49884527,,,
0.026666667,,0.01082203,,,,0.49884527,,,
0.141666667,,0.01087389,,,,0.39828694,,,
0.066240876,,0.04230163,,,,0.39828694,,,
0.007945516,,0.0065349,,,,0.39828694,,,
0.14,,0.01347819,,,,0.39828694,,,
0.067532468,,0.03602346,,,,0.26167354,,,
0.516666667,,0.04946323,,,,0.07407407,,,
0.438461538,,0.01310364,,,,0.30247619,,,
0.445428571,,0.02199145,,,,,,,
0.126347305,,0.02941268,,,,,,,
0.141610738,,0.01852584,,,,,,,
0.28279661,,0.01168641,,,,,,,
0.28279661,,0.00294725,,,,,,,
0.252282158,,0.00546667,,,,,,,
0.252282158,,0.44438642,,,,,,,
0.073684211,,0.3846038,,,,,,,
0.073684211,,0.05057943,,,,,,,
0.214619883,,0.05057943,,,,,,,
0.214619883,,0.06225672,,,,,,,
0.103703704,,0.06225672,,,,,,,
0.103703704,,0.04688004,,,,,,,
0.361538462,,0.04688004,,,,,,,
0.361538462,,0.2833975,,,,,,,
1.435223881,,0.26190562,,,,,,,
1.435223881,,0.2800336,,,,,,,
1.83825,,0.14634134,,,,,,,
1.83825,,0.12499102,,,,,,,
0.292753623,,0.12499102,,,,,,,
0.292753623,,0.03277792,,,,,,,
0.206976074,,0.03277792,,,,,,,
0.206976074,,0.03667464,,,,,,,
0.331121951,,0.03667464,,,,,,,
0.331121951,,0.35947712,,,,,,,
0.230444444,,0.35947712,,,,,,,
0.230444444,,0.35947712,,,,,,,
0.2125,,0.35947712,,,,,,,
0.2125,,0.18181818,,,,,,,
0.28,,0.18181818,,,,,,,
0.28,,0.18181818,,,,,,,
0.188533333,,0.18181818,,,,,,,
0.188533333,,0.0021827,,,,,,,
0.160583942,,0.0021827,,,,,,,
0.160583942,,0.0021827,,,,,,,
0.188888889,,0.0021827,,,,,,,
0.188888889,,0.01330798,,,,,,,
0.16,,0.01330798,,,,,,,
0.16,,0.01330798,,,,,,,
0.157692308,,0.01330798,,,,,,,
0.157692308,,0.41262136,,,,,,,
0.22761194,,0.41262136,,,,,,,
0.22761194,,0.25362319,,,,,,,
0.168831169,,0.25362319,,,,,,,
0.168831169,,0.18841647,,,,,,,
0.185086993,,0.1428519,,,,,,,
0.185086993,,0.26920571,,,,,,,
0.027868852,,0.15384571,,,,,,,
0.025233645,,0.32816489,,,,,,,
0.007207207,,0.18181818,,,,,,,
0.022222222,,0.19742489,,,,,,,
0.031399149,,0.08490566,,,,,,,
0.028126641,,0.24538259,,,,,,,
0.023715872,,0.19259259,,,,,,,
0.033777462,,0.24152542,,,,,,,
0.028667538,,0.09198113,,,,,,,
0.028304658,,0.2372449,,,,,,,
0.019964893,,0.05593719,,,,,,,
0.031943828,,0.27934758,,,,,,,
0.794642857,,0.19148936,,,,,,,
1.210526316,,0.35072043,,,,,,,
0.04,,0.05377064,,,,,,,
0.094339623,,0.05564924,,,,,,,
0.320895522,,0.04487179,,,,,,,
0.320895522,,0.0588368,,,,,,,
0.522727273,,0.03798567,,,,,,,
0.522727273,,0.04663923,,,,,,,
0.215909091,,0.0974478,,,,,,,
0.215909091,,0.12621359,,,,,,,
0.273291925,,0.25933333,,,,,,,
0.273291925,,0.59036145,,,,,,,
0.271777003,,0.39800613,,,,,,,
0.271777003,,0.21316393,,,,,,,
0.513994911,,0.40291262,,,,,,,
0.513994911,,0.39800613,,,,,,,
0.259557344,,0.83513536,,,,,,,
0.259557344,,0.83513536,,,,,,,
0.25,,0.03835425,,,,,,,
0.25,,0.00817308,,,,,,,
0.02357985,,0.01612903,,,,,,,
0.02357985,,0.04347826,,,,,,,
0.083423619,,0.02564103,,,,,,,
0.083423619,,0.02325581,,,,,,,
0.034557235,,0.03125,,,,,,,
0.034557235,,0.09496348,,,,,,,
0.040130152,,0.03580924,,,,,,,
0.040130152,,0.0425538,,,,,,,
0.004032258,,0.06870213,,,,,,,
0.01338826,,0.06222021,,,,,,,
0.008163265,,0.11537977,,,,,,,
0.008196721,,0.04141038,,,,,,,
0.013727561,,0.10429013,,,,,,,
0.059080963,,0.15217391,,,,,,,
0.055309735,,0.15217391,,,,,,,
0.018987342,,0.18181818,,,,,,,
0.004347826,,0.15217391,,,,,,,
0.007179487,,0.18181818,,,,,,,
0.004032258,,0.18604651,,,,,,,
0.01338826,,0.25373134,,,,,,,
0.008163265,,0.29113924,,,,,,,
0.008196721,,0.02693603,,,,,,,
0.013727561,,0.05348837,,,,,,,
0.059080963,,0.07763975,,,,,,,
0.055309735,,0.02869757,,,,,,,
0.018987342,,0.07855333,,,,,,,
0.004347826,,0.07855333,,,,,,,
0.007179487,,0.1061693,,,,,,,
0.004032258,,0.1061693,,,,,,,
0.01338826,,0.168,,,,,,,
0.008163265,,0.168,,,,,,,
0.008196721,,0.09090909,,,,,,,
0.013727561,,0.09090909,,,,,,,
0.059080963,,0.24218182,,,,,,,
0.055309735,,0.24218182,,,,,,,
0.018987342,,0.13799283,,,,,,,
0.004347826,,0.4034086,,,,,,,
0.007179487,,0.17354167,,,,,,,
0.004032258,,0.103125,,,,,,,
0.01338826,,0.103125,,,,,,,
0.008163265,,0.103125,,,,,,,
0.008196721,,0.112,,,,,,,
0.013727561,,0.112,,,,,,,
0.059080963,,0.112,,,,,,,
0.055309735,,0.12454212,,,,,,,
0.018987342,,0.12454212,,,,,,,
0.004347826,,0.12454212,,,,,,,
0.007179487,,0.09650237,,,,,,,
0.073684211,,0.09650237,,,,,,,
0.2,,0.09650237,,,,,,,
0.131707317,,0.01856829,,,,,,,
0.315789474,,0.01856829,,,,,,,
0.764705882,,0.01856829,,,,,,,
0.320610687,,0.02173913,,,,,,,
0.38788617,,0.02173913,,,,,,,
0.701011656,,0.02173913,,,,,,,
0.4967,,0.01578947,,,,,,,
0.048,,0.01578947,,,,,,,
0.048979592,,0.01578947,,,,,,,
0.108527132,,0.04081633,,,,,,,
0.104477612,,0.04081633,,,,,,,
0.079710145,,0.04081633,,,,,,,
0.106382979,,0.03846154,,,,,,,
0.25,,0.03846154,,,,,,,
0.222222222,,0.03846154,,,,,,,
0.224358974,,0.30642955,,,,,,,
0.395348837,,0.02069717,,,,,,,
0.162650602,,0.44871795,,,,,,,
0.172932331,,0.12199313,,,,,,,
0.139016393,,0.04375,,,,,,,
0.122857143,,0.08575804,,,,,,,
0.066666667,,0.04704301,,,,,,,
0.202702703,,0.03998387,,,,,,,
0.130769231,,0.0312377,,,,,,,
0.121428571,,0.03148356,,,,,,,
0.153846154,,0.03304408,,,,,,,
0.111111111,,0.16875,,,,,,,
0.090909091,,0.19886773,,,,,,,
0.268656716,,0.19886773,,,,,,,
0.208333333,,0.19886773,,,,,,,
0.469798658,,0.19886773,,,,,,,
0.135714286,,0.19697087,,,,,,,
0.224719101,,0.19697087,,,,,,,
0.091954023,,0.19697087,,,,,,,
0.084507042,,0.19697087,,,,,,,
0.212765957,,0.16909621,,,,,,,
0.084507042,,0.22756171,,,,,,,
0.120879121,,0.11764931,,,,,,,
0.233333333,,0.13223529,,,,,,,
0.173913043,,0.04409857,,,,,,,
0.571428571,,0.04409857,,,,,,,
0.135135135,,0.14867366,,,,,,,
0.14893617,,0.14867366,,,,,,,
0.030769231,,0.10667459,,,,,,,
0.035714286,,0.20805338,,,,,,,
0.033898305,,0.10714667,,,,,,,
0.077369439,,0.06944444,,,,,,,
0.124378109,,0.13900862,,,,,,,
0.08778626,,0.13900862,,,,,,,
0.17260274,,0.13900862,,,,,,,
0.174193548,,0.04124534,,,,,,,
0.080301129,,0.04124534,,,,,,,
0.130563798,,0.04124534,,,,,,,
0.234458259,,0.04884319,,,,,,,
0.124590164,,0.05775267,,,,,,,
0.20610687,,0.05909091,,,,,,,
0.234482759,,0.0572649,,,,,,,
0.177966102,,0.09719694,,,,,,,
0.501858736,,0.06666667,,,,,,,
0.254058442,,0.08522751,,,,,,,
0.106837607,,0.04186,,,,,,,
0.233980583,,0.04186,,,,,,,
0.379545455,,0.01375807,,,,,,,
0.051724138,,0.03539823,,,,,,,
0.038461538,,0.03539823,,,,,,,
0.034188034,,0.06167129,,,,,,,
0.120481928,,0.06167129,,,,,,,
0.296610169,,0.11363636,,,,,,,
0.388888889,,0.28388747,,,,,,,
0.04,,0.35714286,,,,,,,
0.053672316,,0.3,,,,,,,
0.045614035,,0.09459459,,,,,,,
0.073593074,,0.11111111,,,,,,,
0.043478261,,0.05319149,,,,,,,
0.116666667,,0.05084746,,,,,,,
0.209340659,,0.20952381,,,,,,,
0.076021505,,0.2173913,,,,,,,
0.111025641,,0.19565217,,,,,,,
0.09311828,,0.17035512,,,,,,,
0.139310345,,0.11478599,,,,,,,
0.161908397,,0.09053727,,,,,,,
0.047614679,,0.09053727,,,,,,,
0.100165289,,0.18917794,,,,,,,
0.0540625,,0.12381139,,,,,,,
0.043461538,,0.1249599,,,,,,,
0.015309735,,0.17844568,,,,,,,
0.096190476,,0.12001904,,,,,,,
0.074468085,,0.08361288,,,,,,,
0.029126214,,0.1249926,,,,,,,
0.019950125,,0.37621832,,,,,,,
0.033591731,,0.07955317,,,,,,,
0.025641026,,0.21329503,,,,,,,
0.033766234,,0.03351955,,,,,,,
0.03307888,,0.02845528,,,,,,,
0.036764706,,0.07678571,,,,,,,
0.676691729,,0.04,,,,,,,
0.873417722,,0.13636364,,,,,,,
0.352564103,,0.11423841,,,,,,,
1.025316456,,0.12722479,,,,,,,
0.189873418,,0.05504587,,,,,,,
0.226666667,,0.30136986,,,,,,,
0.43877551,,0.09433962,,,,,,,
0.408602151,,0.1025641,,,,,,,
0.352272727,,0.10545455,,,,,,,
0.415335463,,0.03797468,,,,,,,
0.145406824,,0.05236667,,,,,,,
0.300643087,,0.05236667,,,,,,,
0.190977444,,0.06334928,,,,,,,
0.221311475,,0.06334928,,,,,,,
0.52173913,,0.06370495,,,,,,,
0.083333333,,0.06370495,,,,,,,
0.388888889,,0.0745614,,,,,,,
0.217391304,,0.0745614,,,,,,,
0.444444444,,0.12189616,,,,,,,
0.466239316,,0.12189616,,,,,,,
0.184053156,,0.12189616,,,,,,,
0.483255814,,0.12189616,,,,,,,
0.208227848,,0.13389121,,,,,,,
0.400925926,,0.13389121,,,,,,,
0.053333333,,0.02207506,,,,,,,
0.379527559,,0.02207506,,,,,,,
1.0565,,0.07696869,,,,,,,
0.380794702,,0.07696869,,,,,,,
0.409634551,,0.07696869,,,,,,,
0.206412826,,0.07696869,,,,,,,
0.494791667,,0.1118333,,,,,,,
0.791666667,,0.1118333,,,,,,,
0.293947368,,0.1111019,,,,,,,
0.346311475,,0.06907183,,,,,,,
0.138461538,,0.13491833,,,,,,,
0.681081081,,0.094766,,,,,,,
1.123287671,,0.05261107,,,,,,,
0.198019802,,0.05906675,,,,,,,
0.426771654,,0.05091244,,,,,,,
4.4,,0.03196603,,,,,,,
0.142424242,,0.06436782,,,,,,,
0.353658537,,0.42857143,,,,,,,
0.128571429,,0.19999961,,,,,,,
0.09375,,0.42465773,,,,,,,
0.028697572,,0.38749978,,,,,,,
0.186538462,,0.3275853,,,,,,,
0.105263158,,0.26376812,,,,,,,
0.145547945,,0.15581395,,,,,,,
0.119310345,,0.20454545,,,,,,,
0.096111111,,0.17142857,,,,,,,
0.072083333,,0.06730769,,,,,,,
0.201395349,,0.73686704,,,,,,,
0.119310345,,0.72344459,,,,,,,
0.096111111,,0.80953779,,,,,,,
0.072083333,,0.01825293,,,,,,,
0.201395349,,0.00659341,,,,,,,
